问题ID,变量数,约束数,层数,最佳解概率(%),满足约束概率(%),ARG,平均成本,迭代次数
8vars_2cons_20251210_152830_395,8,2,5,0.0,20.3125,126893.3050047333,-507577.21875,128
8vars_2cons_20251210_152830_395,8,2,6,0.0,58.0078125,35327.7251859756,-141314.900390625,161
8vars_2cons_20251210_152830_395,8,2,7,0.0,79.00390625,31559.3311335858,-126241.32421875,155
8vars_1cons_20251210_152830_711,8,1,1,99.90234375,100.0,0.0011393229,5.9931640625,30
8vars_1cons_20251210_152830_711,8,1,3,0.0,78.22265625,4886.1331298773,-29310.798828125,69
8vars_1cons_20251210_152830_711,8,1,4,0.0,13.28125,25965.500282245,-155787.001953125,82
8vars_1cons_20251210_152830_711,8,1,5,0.0,13.0859375,20141.4651357017,-120842.791015625,107
8vars_1cons_20251210_152830_711,8,1,6,0.0,28.22265625,19906.0907871357,-119430.544921875,143
8vars_1cons_20251210_152830_711,8,1,7,0.0,7.2265625,27437.5886586978,-164619.5322265625,137
8vars_1cons_20251210_152830_662,8,1,1,0.0,100.0,400000000.0,-4.0,23
8vars_1cons_20251210_152830_662,8,1,2,0.0,43.65234375,8506020800781.25,-85060.2080078125,62
8vars_1cons_20251210_152830_662,8,1,3,0.0,98.53515625,192302929687.5,-1923.029296875,71
8vars_1cons_20251210_152830_662,8,1,4,0.0,92.96875,1338106054687.5,-13381.060546875,89
8vars_1cons_20251210_152830_662,8,1,5,0.0,83.30078125,2317162011718.75,-23171.6201171875,116
8vars_1cons_20251210_152830_662,8,1,6,0.0,93.1640625,1152432226562.5,-11524.322265625,113
8vars_1cons_20251210_152830_662,8,1,7,0.0,98.33984375,266199414062.5,-2661.994140625,153
8vars_1cons_20251210_152830_936,8,1,1,0.0,99.8046875,12.1317708252,-166.9765625,26
8vars_1cons_20251210_152830_936,8,1,2,0.0,94.921875,255.2985675381,-3814.478515625,57
8vars_1cons_20251210_152830_936,8,1,3,0.0,1.07421875,5397.8934208806,-80953.4013671875,68
8vars_1cons_20251210_152830_936,8,1,4,0.0,12.20703125,6464.6634722527,-96954.9521484375,84
8vars_1cons_20251210_152830_936,8,1,5,0.0,83.30078125,1789.0716784948,-26821.0751953125,106
8vars_1cons_20251210_152830_936,8,1,6,0.0,90.625,357.6658200741,-5349.9873046875,145
8vars_1cons_20251210_152830_936,8,1,7,0.0,95.60546875,690.4983719355,-10342.4755859375,139
8vars_3cons_20251210_152830_301,8,3,1,0.0,99.8046875,934.3720712469,-9353.720703125,29
8vars_3cons_20251210_152830_301,8,3,4,0.0,99.8046875,934.3720712469,-9353.720703125,78
8vars_3cons_20251210_152830_301,8,3,6,0.0,99.8046875,934.3720712469,-9353.720703125,114
8vars_1cons_20251210_152830_396,8,1,1,0.0,100.0,0.9523809519,1.0,30
8vars_1cons_20251210_152830_396,8,1,2,0.0,98.33984375,521.5593375493,-10931.74609375,41
8vars_1cons_20251210_152830_396,8,1,3,0.0,99.51171875,68.9605654434,-1427.171875,74
8vars_1cons_20251210_152830_396,8,1,4,0.0,99.8046875,27.8092447784,-562.994140625,104
8vars_1cons_20251210_152830_396,8,1,5,0.0,80.859375,5979.8342140423,-125555.5185546875,104
8vars_1cons_20251210_152830_396,8,1,6,0.0,72.265625,5211.8113814468,-109427.0390625,133
8vars_1cons_20251210_152830_396,8,1,7,0.0,54.58984375,7611.906711405,-159829.041015625,145
8vars_2cons_20251210_152830_538,8,2,2,0.0,99.8046875,14015.5828676567,-14014.5830078125,53
8vars_2cons_20251210_152830_538,8,2,3,0.0,99.90234375,7743.7772663122,-7742.77734375,76
8vars_2cons_20251210_152830_538,8,2,4,0.0,94.921875,248600.1840374357,-248599.1865234375,95
8vars_2cons_20251210_152830_538,8,2,5,0.0,0.48828125,6245559.142622534,-6245558.205078125,97
8vars_2cons_20251210_152830_538,8,2,6,0.0,2.83203125,5612649.957545375,-5612649.013671875,123
8vars_2cons_20251210_152830_538,8,2,7,0.0,6.4453125,5186967.451060013,-5186966.5029296875,134
8vars_3cons_20251210_152830_586,8,3,3,0.0,96.77734375,21671.3157280064,-86689.2626953125,73
8vars_3cons_20251210_152830_586,8,3,4,0.0,92.7734375,59182.1874038148,-236732.7490234375,85
8vars_3cons_20251210_152830_586,8,3,5,0.0,99.90234375,935.9719261681,-3747.8876953125,112
8vars_3cons_20251210_152830_586,8,3,6,0.0,99.8046875,1871.9438523361,-7491.775390625,113
8vars_3cons_20251210_152830_586,8,3,7,0.0,99.90234375,935.9719261681,-3747.8876953125,123
8vars_2cons_20251210_152830_571,8,2,1,0.0,99.90234375,90.6642254115,-549.9853515625,26
8vars_2cons_20251210_152830_571,8,2,2,0.0,98.2421875,613.3082692513,-3685.849609375,49
8vars_2cons_20251210_152830_571,8,2,3,0.0,79.19921875,4639.7366613787,-27844.419921875,71
8vars_2cons_20251210_152830_571,8,2,4,0.0,57.2265625,23721.7783598488,-142336.669921875,97
8vars_2cons_20251210_152830_571,8,2,5,0.0,66.6015625,6191.5999452152,-37155.599609375,98
8vars_2cons_20251210_152830_571,8,2,6,0.0,89.2578125,1173.2259134137,-7045.35546875,147
8vars_2cons_20251210_152830_571,8,2,7,0.0,90.72265625,1274.5686870201,-7653.412109375,184
8vars_1cons_20251210_152830_702,8,1,1,0.0,100.0,0.8823529407,2.0,26
8vars_1cons_20251210_152830_702,8,1,2,0.0,0.1953125,1923.7071450081,-32686.021484375,51
8vars_1cons_20251210_152830_702,8,1,3,0.0,96.58203125,89.3545495798,-1502.02734375,61
8vars_1cons_20251210_152830_702,8,1,4,0.0,58.203125,1284.4041237849,-21817.8701171875,85
8vars_1cons_20251210_152830_702,8,1,5,0.0,57.71484375,866.5810541777,-14714.8779296875,115
8vars_1cons_20251210_152830_702,8,1,6,0.0,86.71875,350.6185085254,-5943.5146484375,115
8vars_1cons_20251210_152830_702,8,1,7,0.0,91.015625,264.2934855982,-4475.9892578125,155
8vars_2cons_20251210_152830_528,8,2,2,0.0,99.12109375,4719.8614987519,-28325.1689453125,50
8vars_2cons_20251210_152830_528,8,2,3,0.0,99.70703125,2927.9147184215,-17573.48828125,78
8vars_2cons_20251210_152830_528,8,2,4,0.0,2.05078125,1093338.2169915012,-6560035.291015625,79
8vars_2cons_20251210_152830_528,8,2,5,0.0,74.90234375,120652.5574927543,-723921.34375,101
8vars_2cons_20251210_152830_528,8,2,6,0.0,71.2890625,296487.2032936245,-1778929.216796875,117
8vars_2cons_20251210_152830_528,8,2,7,0.0,92.48046875,76179.0865527464,-457080.5185546875,184
8vars_2cons_20251210_152830_451,8,2,3,0.0,99.4140625,1567951953125.0,-15679.51953125,78
8vars_2cons_20251210_152830_451,8,2,4,0.0,39.35546875,150907398046875.0,-1509073.98046875,90
8vars_2cons_20251210_152830_451,8,2,5,0.0,98.6328125,1836749414062.5,-18367.494140625,109
8vars_2cons_20251210_152830_451,8,2,6,0.0,0.390625,84230644628906.25,-842306.4462890625,142
8vars_2cons_20251210_152830_451,8,2,7,0.0,13.57421875,149835139648437.5,-1498351.396484375,120
8vars_2cons_20251210_152830_995,8,2,1,0.0,99.609375,114.8199677633,-1934.939453125,31
8vars_2cons_20251210_152830_995,8,2,3,0.0,91.9921875,3041.7865331372,-51693.37109375,73
8vars_2cons_20251210_152830_995,8,2,4,0.0,78.22265625,10156.8232362129,-172648.9951171875,85
8vars_2cons_20251210_152830_995,8,2,5,0.0,20.80078125,100368.152227265,-1706241.5888671875,101
8vars_2cons_20251210_152830_995,8,2,6,0.0,52.05078125,68939.2237645946,-1171949.8046875,117
8vars_2cons_20251210_152830_995,8,2,7,0.0,52.1484375,62326.5347749182,-1059534.091796875,156
8vars_2cons_20251210_152830_920,8,2,3,0.0,93.75,5381.6884716701,-59187.5732421875,76
8vars_2cons_20251210_152830_920,8,2,4,0.0,96.875,2807.2048980162,-30868.25390625,88
8vars_2cons_20251210_152830_920,8,2,5,0.0,97.4609375,2254.4894333198,-24788.3837890625,110
8vars_2cons_20251210_152830_920,8,2,6,0.0,99.4140625,858.1569594471,-9428.7265625,138
8vars_2cons_20251210_152830_920,8,2,7,0.0,97.4609375,2109.0373737929,-23188.4111328125,159
8vars_2cons_20251210_152830_423,8,2,1,0.0,99.90234375,463.986326965,-1851.9453125,28
8vars_2cons_20251210_152830_423,8,2,2,0.0,99.4140625,2423.930413862,-9691.7216796875,55
8vars_2cons_20251210_152830_423,8,2,3,0.0,11.42578125,67167.6511992684,-268666.60546875,69
8vars_2cons_20251210_152830_423,8,2,4,0.0,22.36328125,38487.5733901092,-153946.2939453125,85
8vars_2cons_20251210_152830_423,8,2,5,0.0,41.2109375,25391.3886083965,-101561.5546875,99
8vars_2cons_20251210_152830_423,8,2,6,0.0,1.5625,42743.0162505643,-170968.0654296875,112
8vars_2cons_20251210_152830_423,8,2,7,0.0,7.421875,37319.5741254511,-149274.296875,152
8vars_1cons_20251210_152830_164,8,1,1,0.0,100.0,0.4285714289,-20.0,29
8vars_1cons_20251210_152830_164,8,1,2,0.0,99.90234375,36.998883955,-531.984375,56
8vars_1cons_20251210_152830_164,8,1,3,0.0,55.078125,4407.0951482372,-61713.33203125,77
8vars_1cons_20251210_152830_164,8,1,4,0.0,78.61328125,2068.6005176606,-28974.4072265625,91
8vars_1cons_20251210_152830_164,8,1,5,0.0,38.96484375,6525.7033389246,-91373.8466796875,104
8vars_1cons_20251210_152830_164,8,1,6,0.0,96.38671875,468.9435689734,-6579.2099609375,116
8vars_1cons_20251210_152830_164,8,1,7,0.0,99.8046875,46.0378069525,-658.529296875,154
8vars_1cons_20251210_152830_484,8,1,2,99.8046875,100.0,0.0022321429,-7.015625,55
8vars_1cons_20251210_152830_484,8,1,3,57.421875,100.0,0.3736049112,-9.615234375,80
8vars_1cons_20251210_152830_484,8,1,4,50.1953125,100.0,0.4066685274,-9.8466796875,97
8vars_1cons_20251210_152830_484,8,1,5,0.0,100.0,1.1441127248,-15.0087890625,101
8vars_1cons_20251210_152830_484,8,1,6,0.0,99.31640625,129.658621837,-914.6103515625,118
8vars_1cons_20251210_152830_484,8,1,7,0.0,99.90234375,19.0736607415,-140.515625,132
8vars_2cons_20251210_152830_796,8,2,2,0.0,99.90234375,25.5990233863,-122.9951171875,59
8vars_2cons_20251210_152830_796,8,2,3,0.0,96.19140625,1983.9414022821,-9914.70703125,73
8vars_2cons_20251210_152830_796,8,2,4,0.0,96.38671875,1958.3335898333,-9786.66796875,97
8vars_2cons_20251210_152830_796,8,2,5,0.0,19.04296875,51480.3307564143,-257396.654296875,94
8vars_2cons_20251210_152830_796,8,2,6,0.0,86.328125,4428.6533114552,-22138.2666015625,142
8vars_2cons_20251210_152830_796,8,2,7,0.0,59.1796875,14181.9749716361,-70904.875,136
8vars_2cons_20251210_152830_314,8,2,1,0.0,99.90234375,227.5492624056,-2056.943359375,23
8vars_2cons_20251210_152830_314,8,2,3,0.0,37.890625,9158.2111646897,-82432.900390625,68
8vars_2cons_20251210_152830_314,8,2,4,0.0,87.59765625,2019.3715300215,-18183.34375,85
8vars_2cons_20251210_152830_314,8,2,5,0.0,37.20703125,9584.8602537054,-86272.7421875,117
8vars_2cons_20251210_152830_314,8,2,6,0.0,81.93359375,2744.6251115565,-24710.6259765625,106
8vars_2cons_20251210_152830_314,8,2,7,0.0,55.95703125,6626.914503891,-59651.23046875,131
8vars_1cons_20251210_152830_475,8,1,1,0.0,100.0,0.5652173912,20.0,24
8vars_1cons_20251210_152830_475,8,1,2,0.0,0.0,2791.4320221513,-128359.873046875,50
8vars_1cons_20251210_152830_475,8,1,3,0.0,34.27734375,890.8523478023,-40933.2080078125,65
8vars_1cons_20251210_152830_475,8,1,4,0.0,38.76953125,644.4652682023,-29599.40234375,87
8vars_1cons_20251210_152830_475,8,1,5,0.0,100.0,0.5652173912,20.0,129
8vars_1cons_20251210_152830_475,8,1,6,0.0,44.53125,655.0660027448,-30087.0361328125,156
8vars_1cons_20251210_152830_475,8,1,7,0.0,28.515625,932.4613406601,-42847.2216796875,134
8vars_1cons_20251210_152830_498,8,1,1,0.0,99.609375,536.644369384,-3225.8662109375,34
8vars_1cons_20251210_152830_498,8,1,2,0.0,99.70703125,403.3152675993,-2425.8916015625,51
8vars_1cons_20251210_152830_498,8,1,3,0.0,0.0,23246.6912822341,-139486.1474609375,73
8vars_1cons_20251210_152830_498,8,1,4,0.0,45.3125,57578.3324527347,-345475.994140625,80
8vars_1cons_20251210_152830_498,8,1,5,0.0,10.64453125,24910.9403084453,-149471.6416015625,114
8vars_1cons_20251210_152830_498,8,1,6,0.0,4.8828125,63652.7577558275,-381922.5458984375,129
8vars_1cons_20251210_152830_498,8,1,7,0.0,5.46875,92211.7483633217,-553276.4892578125,114
8vars_2cons_20251210_152830_692,8,2,1,0.0,99.90234375,1031.8576377424,-9277.71875,27
8vars_2cons_20251210_152830_692,8,2,2,0.0,99.90234375,1796.2799459208,-16157.51953125,57
8vars_2cons_20251210_152830_692,8,2,3,0.0,95.703125,75397.5988745582,-678569.390625,69
8vars_2cons_20251210_152830_692,8,2,4,0.0,99.51171875,5920.5993857827,-53276.39453125,93
8vars_2cons_20251210_152830_692,8,2,5,0.0,29.58984375,1396068.223058188,-12564605.021484377,112
8vars_2cons_20251210_152830_692,8,2,6,0.0,57.91015625,883159.2686584687,-7948424.4267578125,122
8vars_2cons_20251210_152830_692,8,2,7,0.0,7.71484375,1786925.432150812,-16082319.907226562,113
8vars_1cons_20251210_152830_425,8,1,1,0.0,100.0,1.2999999987,-3.0,23
8vars_1cons_20251210_152830_425,8,1,2,0.0,99.609375,14.1022460796,-131.0224609375,55
8vars_1cons_20251210_152830_425,8,1,3,0.0,99.4140625,20.5051757607,-195.0517578125,80
8vars_1cons_20251210_152830_425,8,1,4,0.0,99.0234375,33.3065429354,-323.0654296875,96
8vars_1cons_20251210_152830_425,8,1,5,0.0,29.39453125,4440.7230424343,-44397.23046875,108
8vars_1cons_20251210_152830_425,8,1,6,0.0,10.44921875,9713.7624902862,-97127.625,130
8vars_1cons_20251210_152830_425,8,1,7,0.0,31.93359375,3819.0336875872,-38180.3369140625,141
8vars_3cons_20251210_152830_894,8,3,3,0.0,90.8203125,52870.9845118429,-581591.8291015625,58
8vars_3cons_20251210_152830_894,8,3,4,0.0,82.71484375,94257.1991268815,-1036840.189453125,88
8vars_3cons_20251210_152830_894,8,3,5,0.0,93.9453125,34285.4089445208,-377150.498046875,107
8vars_3cons_20251210_152830_894,8,3,6,0.0,99.4140625,3089.3496121835,-33993.845703125,117
8vars_3cons_20251210_152830_894,8,3,7,0.0,94.82421875,27964.1490843708,-307616.6396484375,135
8vars_3cons_20251210_152830_763,8,3,2,0.0,98.53515625,106.6699217565,-951.029296875,47
8vars_3cons_20251210_152830_763,8,3,3,0.0,76.171875,1735.164060572,-15607.4765625,74
8vars_3cons_20251210_152830_763,8,3,4,0.0,12.3046875,6897.9505131689,-62072.5546875,89
8vars_3cons_20251210_152830_763,8,3,5,0.0,9.86328125,7331.7226481036,-65976.50390625,91
8vars_3cons_20251210_152830_763,8,3,6,0.0,8.3984375,6670.4257738384,-60024.83203125,124
8vars_3cons_20251210_152830_763,8,3,7,0.0,88.28125,1073.7934015847,-9655.140625,127
8vars_1cons_20251210_152830_864,8,1,1,0.0,100.0,0.9619140621,0.990234375,23
8vars_1cons_20251210_152830_864,8,1,2,0.0,88.4765625,944.8464539635,-24540.0078125,52
8vars_1cons_20251210_152830_864,8,1,3,0.0,100.0,0.9734074515,0.69140625,81
8vars_1cons_20251210_152830_864,8,1,4,0.0,97.55859375,191.7605918734,-4959.775390625,86
8vars_1cons_20251210_152830_864,8,1,5,0.0,12.01171875,5962.4950773341,-154998.8720703125,84
8vars_1cons_20251210_152830_864,8,1,6,0.0,56.54296875,2923.6968513394,-75990.1181640625,144
8vars_1cons_20251210_152830_864,8,1,7,0.0,74.51171875,1575.0362824471,-40924.943359375,145
8vars_1cons_20251210_152830_496,8,1,1,0.0,99.90234375,4.7490234316,-29.9921875,30
8vars_1cons_20251210_152830_496,8,1,2,0.0,100.0,0.7465820303,2.02734375,48
8vars_1cons_20251210_152830_496,8,1,3,0.0,99.31640625,28.7502441047,-222.001953125,84
8vars_1cons_20251210_152830_496,8,1,4,0.0,27.24609375,3456.2734331797,-27642.1875,91
8vars_1cons_20251210_152830_496,8,1,5,0.0,88.28125,504.4738763225,-4027.791015625,106
8vars_1cons_20251210_152830_496,8,1,6,0.0,89.453125,456.1855463048,-3641.484375,122
8vars_1cons_20251210_152830_496,8,1,7,0.0,86.81640625,612.1225578286,-4888.98046875,158
8vars_2cons_20251210_152830_924,8,2,2,0.0,85.15625,4895.7936279513,-29380.76171875,50
8vars_2cons_20251210_152830_924,8,2,3,0.0,98.046875,255.979818135,-1541.87890625,82
8vars_2cons_20251210_152830_924,8,2,4,0.0,35.25390625,16073.7819278313,-96448.69140625,85
8vars_2cons_20251210_152830_924,8,2,5,0.0,91.11328125,1226.5735697526,-7365.44140625,90
8vars_2cons_20251210_152830_924,8,2,6,0.0,89.74609375,1535.8896509973,-9221.337890625,145
8vars_2cons_20251210_152830_924,8,2,7,0.0,99.70703125,117.3284507164,-709.970703125,161
8vars_3cons_20251210_152830_181,8,3,2,0.0,80.17578125,4148.0959524507,-33192.767578125,54
8vars_3cons_20251210_152830_181,8,3,3,0.0,96.58203125,476.0255132903,-3816.2041015625,75
8vars_3cons_20251210_152830_181,8,3,4,0.0,41.89453125,6848.4865808262,-54795.892578125,85
8vars_3cons_20251210_152830_181,8,3,5,0.0,1.66015625,5485.0534736532,-43888.427734375,111
8vars_3cons_20251210_152830_181,8,3,6,0.0,73.4375,4784.1597960193,-38281.2783203125,145
8vars_3cons_20251210_152830_181,8,3,7,0.0,51.7578125,1976.5427270801,-15820.341796875,152
8vars_3cons_20251210_152830_388,8,3,2,0.0,98.14453125,2487.9716734676,-9947.88671875,51
8vars_3cons_20251210_152830_388,8,3,3,0.0,97.65625,4295.9370009789,-17179.748046875,64
8vars_3cons_20251210_152830_388,8,3,4,0.0,85.3515625,33295.2782370743,-133177.11328125,85
8vars_3cons_20251210_152830_388,8,3,5,0.0,14.35546875,128565.4889363988,-514257.95703125,92
8vars_3cons_20251210_152830_388,8,3,6,0.0,70.1171875,39262.9510737176,-157047.8046875,140
8vars_3cons_20251210_152830_388,8,3,7,0.0,39.6484375,69598.2556853794,-278389.0234375,145
8vars_1cons_20251210_152830_726,8,1,2,0.0,99.70703125,121.5958981943,-602.9794921875,51
8vars_1cons_20251210_152830_726,8,1,3,0.0,93.75,1024.0857401393,-5115.4287109375,75
8vars_1cons_20251210_152830_726,8,1,4,0.0,0.09765625,21893.6306202752,-109463.1533203125,84
8vars_1cons_20251210_152830_726,8,1,5,0.0,80.17578125,1901.6367149467,-9503.18359375,102
8vars_1cons_20251210_152830_726,8,1,6,0.0,93.359375,576.0076160355,-2875.0380859375,120
8vars_1cons_20251210_152830_726,8,1,7,0.0,0.29296875,16135.512077104,-80672.560546875,135
8vars_3cons_20251210_152830_766,8,3,2,0.0,3.02734375,571950.3521204632,-2859756.7548828125,47
8vars_3cons_20251210_152830_766,8,3,3,0.0,99.12109375,8057.3548989272,-40291.7744140625,77
8vars_3cons_20251210_152830_766,8,3,4,0.0,94.82421875,67882.751112328,-339418.7548828125,79
8vars_3cons_20251210_152830_766,8,3,5,0.0,98.33984375,50020.9057641043,-250109.5283203125,112
8vars_3cons_20251210_152830_766,8,3,6,0.0,97.16796875,16703.4846037195,-83522.4228515625,139
8vars_3cons_20251210_152830_766,8,3,7,0.0,66.6015625,199859.4367278439,-999302.181640625,126
8vars_3cons_20251210_152830_268,8,3,1,0.0,99.70703125,6175.8178813868,-37060.9072265625,26
8vars_3cons_20251210_152830_268,8,3,3,0.0,0.390625,1808164.6787948576,-10848994.0546875,82
8vars_3cons_20251210_152830_268,8,3,4,0.0,26.46484375,1691308.599498535,-10147857.580078123,79
8vars_3cons_20251210_152830_268,8,3,5,0.0,8.984375,2253829.4923631535,-13522982.931640623,115
8vars_3cons_20251210_152830_268,8,3,6,0.0,11.5234375,2213265.6265728907,-13279599.737304688,109
8vars_3cons_20251210_152830_268,8,3,7,0.0,0.29296875,2198594.5393088553,-13191573.213867188,161
8vars_1cons_20251210_152830_721,8,1,1,0.0,99.90234375,14.8868272735,-142.9814453125,31
8vars_1cons_20251210_152830_721,8,1,2,0.0,98.828125,171.3205297042,-1550.884765625,49
8vars_1cons_20251210_152830_721,8,1,3,0.0,99.609375,57.9654948561,-530.689453125,75
8vars_1cons_20251210_152830_721,8,1,4,0.0,95.99609375,583.7690978709,-5262.921875,84
8vars_1cons_20251210_152830_721,8,1,5,0.0,97.55859375,356.5991757434,-3218.392578125,102
8vars_1cons_20251210_152830_721,8,1,6,0.0,99.12109375,128.4236112538,-1164.8125,138
8vars_1cons_20251210_152830_721,8,1,7,0.0,98.828125,171.7497831769,-1554.748046875,126
8vars_2cons_20251210_152830_349,8,2,2,0.0,99.51171875,291.1868161151,-2901.8681640625,49
8vars_2cons_20251210_152830_349,8,2,3,0.0,81.4453125,4514.9940384538,-45139.9404296875,67
8vars_2cons_20251210_152830_349,8,2,4,0.0,12.20703125,39144.4895116368,-391434.8955078125,81
8vars_2cons_20251210_152830_349,8,2,5,0.0,17.48046875,22651.9873796918,-226509.8740234375,121
8vars_2cons_20251210_152830_349,8,2,6,0.0,0.48828125,7314.8486254977,-73138.486328125,119
8vars_2cons_20251210_152830_349,8,2,7,0.0,58.69140625,19084.1665824783,-190831.666015625,137
8vars_3cons_20251210_152830_786,8,3,2,0.0,98.4375,2531.4722236286,-45584.5,53
8vars_3cons_20251210_152830_786,8,3,3,0.0,99.51171875,942.1923290825,-16977.4619140625,79
8vars_3cons_20251210_152830_786,8,3,4,0.0,98.92578125,2647.0307089359,-47664.552734375,94
8vars_3cons_20251210_152830_786,8,3,5,0.0,98.4375,2531.4722236286,-45584.5,90
8vars_3cons_20251210_152830_786,8,3,6,0.0,97.75390625,4394.5276174588,-79119.4970703125,117
8vars_3cons_20251210_152830_786,8,3,7,0.0,98.828125,2654.1404637141,-47792.5283203125,120
