问题ID,变量数,约束数,层数,最佳解概率(%),满足约束概率(%),ARG,平均成本,迭代次数
9vars_2cons_20251210_153248_936,9,2,6,0.0,85.546875,67469.0531097772,-472290.37109375,122
9vars_2cons_20251210_153248_936,9,2,7,0.0,3.02734375,539735.6535333277,-3778156.5693359375,127
9vars_3cons_20251210_153248_485,9,3,1,0.0,99.8046875,162.9021662672,-3605.84765625,25
9vars_3cons_20251210_153248_485,9,3,2,0.0,99.90234375,81.4510831336,-1813.923828125,42
9vars_3cons_20251210_153248_485,9,3,3,0.0,36.42578125,67658.2423514214,-1488503.3310546875,62
9vars_3cons_20251210_153248_485,9,3,4,0.0,98.33984375,2152.6451092881,-47380.1923828125,96
9vars_3cons_20251210_153248_485,9,3,5,0.0,6.25,59957.7162026796,-1319091.755859375,106
9vars_3cons_20251210_153248_485,9,3,6,0.0,93.9453125,8671.6644215553,-190798.6171875,138
9vars_3cons_20251210_153248_485,9,3,7,0.0,34.86328125,58764.7498047652,-1292846.4951171875,139
9vars_1cons_20251210_153248_169,9,1,1,0.0,100.0,0.5483870966,14.0,28
9vars_1cons_20251210_153248_169,9,1,2,0.0,99.90234375,9.8378906218,-273.974609375,61
9vars_1cons_20251210_153248_169,9,1,3,0.0,95.80078125,81.0492691271,-2481.52734375,74
9vars_1cons_20251210_153248_169,9,1,4,0.0,95.703125,147.1705833699,-4531.2880859375,96
9vars_1cons_20251210_153248_169,9,1,5,0.0,58.7890625,1287.7284522056,-39888.58203125,96
9vars_1cons_20251210_153248_169,9,1,6,0.0,76.46484375,955.3327869902,-29584.31640625,133
9vars_1cons_20251210_153248_169,9,1,7,0.0,98.828125,27.3807648601,-817.8037109375,171
9vars_2cons_20251210_153248_733,9,2,2,0.0,7.2265625,112613.9503331434,-675677.703125,50
9vars_2cons_20251210_153248_733,9,2,3,0.0,99.609375,1930.6132780323,-11577.6796875,73
9vars_2cons_20251210_153248_733,9,2,4,0.0,31.93359375,48793.4338379484,-292754.603515625,93
9vars_2cons_20251210_153248_733,9,2,5,0.0,95.80078125,2917.2363232629,-17497.41796875,111
9vars_2cons_20251210_153248_733,9,2,6,0.0,14.2578125,69208.9364080893,-415247.619140625,118
9vars_2cons_20251210_153248_733,9,2,7,0.0,45.60546875,42121.5385040162,-252723.2314453125,123
9vars_1cons_20251210_153248_407,9,1,1,0.0,100.0,3.1428571384,-15.0,22
9vars_1cons_20251210_153248_407,9,1,2,0.0,100.0,3.1428571384,-15.0,50
9vars_1cons_20251210_153248_407,9,1,3,0.0,46.97265625,7983.1819082383,-55875.2734375,73
9vars_1cons_20251210_153248_407,9,1,4,0.0,84.47265625,3154.8648113413,-22077.0537109375,77
9vars_1cons_20251210_153248_407,9,1,5,0.0,31.25,11142.3124840824,-77989.1875,94
9vars_1cons_20251210_153248_407,9,1,6,0.0,33.984375,3653.9243809408,-25570.470703125,134
9vars_1cons_20251210_153248_407,9,1,7,0.0,23.33984375,12088.4394358558,-84612.076171875,126
9vars_2cons_20251210_153248_746,9,2,2,0.0,99.90234375,63997656250.0,-639.9765625,44
9vars_2cons_20251210_153248_746,9,2,3,0.0,99.8046875,143994628906.25,-1439.9462890625,70
9vars_2cons_20251210_153248_746,9,2,4,0.0,99.90234375,63997656250.0,-639.9765625,89
9vars_2cons_20251210_153248_746,9,2,5,0.0,91.015625,5887784375000.0,-58877.84375,94
9vars_2cons_20251210_153248_746,9,2,6,0.0,99.12109375,623976855468.75,-6239.7685546875,121
9vars_2cons_20251210_153248_746,9,2,7,0.0,92.87109375,5327800878906.25,-53278.0087890625,129
9vars_1cons_20251210_153248_549,9,1,1,0.0,100.0,1500000000.0,-15.0,22
9vars_1cons_20251210_153248_549,9,1,2,0.0,100.0,1500000000.0,-15.0,56
9vars_1cons_20251210_153248_549,9,1,3,0.0,96.484375,116680273437.5,-1166.802734375,68
9vars_1cons_20251210_153248_549,9,1,4,0.0,99.31640625,23895898437.5,-238.958984375,88
9vars_1cons_20251210_153248_549,9,1,5,0.0,75.1953125,977434570312.5,-9774.345703125,104
9vars_1cons_20251210_153248_549,9,1,6,0.0,36.42578125,2228560156250.0,-22285.6015625,140
9vars_1cons_20251210_153248_549,9,1,7,0.0,95.01953125,164742871093.75,-1647.4287109375,146
9vars_2cons_20251210_153248_756,9,2,1,0.0,100.0,0.4615384612,7.0,24
9vars_2cons_20251210_153248_756,9,2,2,0.0,99.51171875,145.688701811,-1880.953125,47
9vars_2cons_20251210_153248_756,9,2,3,0.0,97.8515625,716.75052529,-9304.7568359375,69
9vars_2cons_20251210_153248_756,9,2,4,0.0,0.0,28931.3226940913,-376094.1953125,80
9vars_2cons_20251210_153248_756,9,2,5,0.0,0.0,18538.9803042489,-240993.744140625,102
9vars_2cons_20251210_153248_756,9,2,6,0.0,0.0,18696.1558600174,-243037.0263671875,122
9vars_2cons_20251210_153248_756,9,2,7,0.0,0.0,30782.2749913454,-400156.5751953125,140
9vars_1cons_20251210_153248_285,9,1,1,0.0,99.90234375,3.4379882791,-39.0078125,23
9vars_1cons_20251210_153248_285,9,1,2,0.0,97.8515625,45.4440307333,-711.1044921875,52
9vars_1cons_20251210_153248_285,9,1,3,0.0,99.31640625,15.4392700099,-231.0283203125,69
9vars_1cons_20251210_153248_285,9,1,4,0.0,99.21875,17.4340820204,-262.9453125,86
9vars_1cons_20251210_153248_285,9,1,5,0.0,99.90234375,3.4370727518,-38.9931640625,106
9vars_1cons_20251210_153248_285,9,1,6,0.0,50.1953125,1099.4415276332,-17575.064453125,104
9vars_1cons_20251210_153248_285,9,1,7,0.0,94.53125,113.443725515,-1799.099609375,146
9vars_1cons_20251210_153248_745,9,1,1,0.0,100.0,1.4999999975,-3.0,35
9vars_1cons_20251210_153248_745,9,1,2,0.0,99.90234375,22.8320312119,-130.9921875,46
9vars_1cons_20251210_153248_745,9,1,3,0.0,99.4140625,289.5289708716,-1731.173828125,64
9vars_1cons_20251210_153248_745,9,1,4,0.0,99.21875,172.5553382541,-1029.33203125,90
9vars_1cons_20251210_153248_745,9,1,5,0.0,88.57421875,2790.607417224,-16737.64453125,100
9vars_1cons_20251210_153248_745,9,1,6,0.0,95.80078125,1212.5813781874,-7269.48828125,113
9vars_1cons_20251210_153248_745,9,1,7,0.0,99.609375,86.5753579286,-513.4521484375,143
9vars_1cons_20251210_153248_442,9,1,1,0.0,98.73046875,291.9992679431,-2343.994140625,27
9vars_1cons_20251210_153248_442,9,1,2,0.0,99.8046875,67.9976807491,-551.9814453125,49
9vars_1cons_20251210_153248_442,9,1,3,0.0,97.36328125,527.9930426522,-4231.9443359375,69
9vars_1cons_20251210_153248_442,9,1,4,0.0,78.02734375,1236.0728775217,-9896.5830078125,90
9vars_1cons_20251210_153248_442,9,1,5,0.0,2.1484375,18740.5158925663,-149932.126953125,108
9vars_1cons_20251210_153248_442,9,1,6,0.0,2.9296875,18336.0067367872,-146696.0537109375,119
9vars_1cons_20251210_153248_442,9,1,7,0.0,1.3671875,19487.7342772894,-155909.8740234375,131
9vars_3cons_20251210_153248_463,9,3,2,0.0,99.8046875,1071.9707084849,-2145.94140625,54
9vars_3cons_20251210_153248_463,9,3,3,0.0,98.828125,8527.7515074825,-17057.5029296875,71
9vars_3cons_20251210_153248_463,9,3,4,0.0,97.94921875,14239.5767313541,-28481.1533203125,104
9vars_3cons_20251210_153248_463,9,3,5,0.0,34.765625,531664.4694551973,-1063330.93359375,105
9vars_3cons_20251210_153248_463,9,3,6,0.0,66.015625,258968.4851815612,-517938.9677734375,141
9vars_3cons_20251210_153248_463,9,3,7,0.0,78.22265625,171210.8636490231,-342423.7255859375,152
9vars_2cons_20251210_153248_805,9,2,1,0.0,100.0,1.2857142876,-16.0,30
9vars_2cons_20251210_153248_805,9,2,2,0.0,99.70703125,284.7049390228,-1999.9345703125,47
9vars_2cons_20251210_153248_805,9,2,3,0.0,100.0,1.2857142876,-16.0,62
9vars_2cons_20251210_153248_805,9,2,4,0.0,0.5859375,110379.598092953,-772664.185546875,78
9vars_2cons_20251210_153248_805,9,2,5,0.0,40.4296875,74334.3639454777,-520347.546875,89
9vars_2cons_20251210_153248_805,9,2,6,0.0,0.09765625,37198.7485185429,-260398.2392578125,119
9vars_2cons_20251210_153248_805,9,2,7,0.0,14.2578125,62992.7538567307,-440956.2763671875,145
9vars_3cons_20251210_153248_328,9,3,2,0.0,99.8046875,1482.626955596,-8901.76171875,51
9vars_3cons_20251210_153248_328,9,3,3,0.0,10.44921875,796482.7651621067,-4778902.5830078125,82
9vars_3cons_20251210_153248_328,9,3,4,0.0,70.80078125,362410.3061053192,-2174467.8330078125,78
9vars_3cons_20251210_153248_328,9,3,5,0.0,90.72265625,95442.4552371958,-572660.73046875,101
9vars_3cons_20251210_153248_328,9,3,6,0.0,45.60546875,717866.3573162355,-4307204.13671875,99
9vars_3cons_20251210_153248_328,9,3,7,0.0,21.2890625,875781.7080026049,-5254696.2392578125,107
9vars_2cons_20251210_153248_163,9,2,1,0.0,99.90234375,2.6666666644,-20.0,22
9vars_2cons_20251210_153248_163,9,2,2,0.0,99.609375,10.6666666578,-116.0,45
9vars_2cons_20251210_153248_163,9,2,5,0.0,99.8046875,5.3333333289,-52.0,99
9vars_2cons_20251210_153248_163,9,2,6,0.0,99.51171875,13.3333333222,-148.0,112
9vars_3cons_20251210_153248_362,9,3,2,0.0,97.36328125,30303.147157906,-30302.1474609375,50
9vars_3cons_20251210_153248_362,9,3,3,0.0,12.01171875,703755.9578061905,-703754.96484375,87
9vars_3cons_20251210_153248_362,9,3,4,0.0,1.07421875,1057471.7511440325,-1057470.76171875,81
9vars_3cons_20251210_153248_362,9,3,5,0.0,0.09765625,441299.4340635682,-441298.4384765625,111
9vars_3cons_20251210_153248_362,9,3,6,0.0,0.09765625,737643.4359829407,-737642.443359375,121
9vars_3cons_20251210_153248_362,9,3,7,0.0,1.46484375,463670.2199726728,-463669.224609375,177
9vars_2cons_20251210_153248_708,9,2,1,0.0,0.0,5535.665206436,-66439.982421875,29
9vars_2cons_20251210_153248_708,9,2,2,0.0,82.2265625,11235.1764416543,-134834.1171875,43
9vars_2cons_20251210_153248_708,9,2,3,0.0,8.10546875,15692.96973964,-188327.63671875,73
9vars_2cons_20251210_153248_708,9,2,4,0.0,0.29296875,17087.7776835106,-205065.33203125,84
9vars_2cons_20251210_153248_708,9,2,5,0.0,0.0,23892.6947627491,-286724.3369140625,101
9vars_2cons_20251210_153248_708,9,2,6,0.0,37.59765625,15850.6377899016,-190219.6533203125,120
9vars_2cons_20251210_153248_708,9,2,7,0.0,22.94921875,22085.2139669721,-265034.5673828125,133
9vars_3cons_20251210_153248_632,9,3,2,0.0,99.51171875,139.9938965719,-2255.90234375,51
9vars_3cons_20251210_153248_632,9,3,3,0.0,8.69140625,31270.7046704231,-500347.2744140625,68
9vars_3cons_20251210_153248_632,9,3,4,0.0,48.828125,21743.1466200348,-347906.345703125,104
9vars_3cons_20251210_153248_632,9,3,5,0.0,76.3671875,7179.692448335,-114891.0791015625,128
9vars_3cons_20251210_153248_632,9,3,6,0.0,47.55859375,30554.8742866749,-488893.98828125,125
9vars_3cons_20251210_153248_632,9,3,7,0.0,72.55859375,8251.6453298643,-132042.3251953125,142
9vars_2cons_20251210_153248_832,9,2,2,0.0,84.765625,602.6573888207,-7219.888671875,54
9vars_2cons_20251210_153248_832,9,2,3,0.0,34.86328125,9234.9543380073,-110807.4521484375,76
9vars_2cons_20251210_153248_832,9,2,4,0.0,62.59765625,2330.5708802193,-27954.8505859375,96
9vars_2cons_20251210_153248_832,9,2,5,0.0,40.33203125,5733.8077751697,-68793.693359375,102
9vars_2cons_20251210_153248_832,9,2,6,0.0,32.421875,2634.5663226743,-31602.7958984375,129
9vars_2cons_20251210_153248_832,9,2,7,0.0,74.609375,978.6742342105,-11732.0908203125,164
9vars_2cons_20251210_153248_973,9,2,2,0.0,0.0,27305.166689421,-327674.0,53
9vars_2cons_20251210_153248_973,9,2,3,0.0,99.8046875,557.3155115321,-6699.7861328125,73
9vars_2cons_20251210_153248_973,9,2,4,0.0,92.08984375,2759.9004743051,-33130.8056640625,104
9vars_2cons_20251210_153248_973,9,2,5,0.0,0.1953125,668509.4727250601,-8022125.666015625,119
9vars_2cons_20251210_153248_973,9,2,6,0.0,13.18359375,412336.0891294208,-4948045.0654296875,130
9vars_2cons_20251210_153248_973,9,2,7,0.0,0.5859375,624614.9525061896,-7495391.423828125,153
9vars_3cons_20251210_153248_144,9,3,2,0.0,99.90234375,143.9950474845,-4059.861328125,51
9vars_3cons_20251210_153248_144,9,3,3,0.0,8.0078125,110734.3641578516,-3100590.1953125,72
9vars_3cons_20251210_153248_144,9,3,4,0.0,4.78515625,99496.9162255458,-2785941.6533203125,75
9vars_3cons_20251210_153248_144,9,3,5,0.0,78.3203125,28297.3313786888,-792353.2783203125,128
9vars_3cons_20251210_153248_144,9,3,6,0.0,46.2890625,40287.7750213639,-1128085.7001953125,138
9vars_3cons_20251210_153248_144,9,3,7,0.0,0.9765625,30399.7575443392,-851221.2109375,138
9vars_1cons_20251210_153248_267,9,1,1,0.0,99.90234375,6.7891138945,-109.9931640625,27
9vars_1cons_20251210_153248_267,9,1,2,0.0,99.90234375,6.8062294372,-110.318359375,52
9vars_1cons_20251210_153248_267,9,1,3,0.0,99.8046875,13.5399362593,-238.2587890625,79
9vars_1cons_20251210_153248_267,9,1,4,1.171875,100.0,0.3076685854,13.154296875,115
9vars_1cons_20251210_153248_267,9,1,5,0.0,99.70703125,20.2331928347,-365.4306640625,115
9vars_1cons_20251210_153248_267,9,1,6,0.0,99.8046875,13.6707442362,-240.744140625,134
9vars_1cons_20251210_153248_267,9,1,7,0.0,99.8046875,13.9223375749,-245.5244140625,139
9vars_3cons_20251210_153248_909,9,3,2,0.0,97.75390625,956.7640634568,-9577.640625,54
9vars_3cons_20251210_153248_909,9,3,3,0.0,64.55078125,15100.2328276002,-151012.328125,84
9vars_3cons_20251210_153248_909,9,3,4,0.0,50.68359375,23157.5462145638,-231585.4619140625,85
9vars_3cons_20251210_153248_909,9,3,5,0.0,59.5703125,19372.0883982783,-193730.8837890625,91
9vars_3cons_20251210_153248_909,9,3,6,0.0,94.53125,3046.290921015,-30472.9091796875,147
9vars_3cons_20251210_153248_909,9,3,7,0.0,94.53125,3046.290921015,-30472.9091796875,176
9vars_2cons_20251210_153248_772,9,2,3,0.0,99.90234375,13.4734786255,-274.99609375,75
9vars_2cons_20251210_153248_772,9,2,4,0.0,10.3515625,9766.8728978214,-185589.5849609375,94
9vars_2cons_20251210_153248_772,9,2,5,0.0,98.4375,197.0534540511,-3763.015625,118
9vars_2cons_20251210_153248_772,9,2,6,0.0,33.10546875,7929.2053392884,-150673.9013671875,130
9vars_2cons_20251210_153248_772,9,2,7,0.0,37.98828125,10534.5766400018,-200175.9560546875,142
9vars_3cons_20251210_153248_563,9,3,3,0.0,85.7421875,157091.0426290557,-628368.1689453125,71
9vars_3cons_20251210_153248_563,9,3,4,0.0,38.8671875,667170.4211015198,-2668685.677734375,83
9vars_3cons_20251210_153248_563,9,3,5,0.0,87.59765625,129243.9104793598,-516979.640625,114
9vars_3cons_20251210_153248_563,9,3,6,0.0,95.703125,39614.7129896618,-158462.8515625,141
9vars_3cons_20251210_153248_563,9,3,7,0.0,97.0703125,27903.1067592109,-111616.4267578125,135
9vars_3cons_20251210_153248_618,9,3,1,0.0,99.90234375,12.3065655143,-172.9853515625,30
9vars_3cons_20251210_153248_618,9,3,3,0.0,98.828125,147.6787861713,-1932.82421875,72
9vars_3cons_20251210_153248_618,9,3,4,0.0,97.265625,344.5838343997,-4492.58984375,91
9vars_3cons_20251210_153248_618,9,3,6,0.0,99.70703125,36.9196965428,-492.9560546875,115
9vars_3cons_20251210_153248_618,9,3,7,0.0,99.90234375,12.3065655143,-172.9853515625,137
9vars_3cons_20251210_153248_487,9,3,2,0.0,99.609375,90.6650389869,-1075.98046875,51
9vars_3cons_20251210_153248_487,9,3,3,0.0,0.09765625,20283.7109205969,-243392.53125,82
9vars_3cons_20251210_153248_487,9,3,4,0.0,0.68359375,50098.3972564284,-601168.767578125,87
9vars_3cons_20251210_153248_487,9,3,5,0.0,7.32421875,57911.5049973133,-694926.060546875,92
9vars_3cons_20251210_153248_487,9,3,6,0.0,14.6484375,20589.089663832,-247057.076171875,134
9vars_3cons_20251210_153248_487,9,3,7,0.0,3.61328125,44680.0173781312,-536148.208984375,124
9vars_1cons_20251210_153248_771,9,1,1,0.0,100.0,4.7499999881,-15.0,23
9vars_1cons_20251210_153248_771,9,1,2,0.0,98.6328125,116.7077633801,-462.8310546875,54
9vars_1cons_20251210_153248_771,9,1,3,0.0,99.12109375,76.3935544965,-301.57421875,78
9vars_1cons_20251210_153248_771,9,1,4,0.0,95.60546875,363.9152822933,-1451.6611328125,100
9vars_1cons_20251210_153248_771,9,1,5,0.0,77.83203125,2012.1701609852,-8044.6806640625,98
9vars_1cons_20251210_153248_771,9,1,6,0.0,99.8046875,19.7277831538,-74.9111328125,130
9vars_1cons_20251210_153248_771,9,1,7,0.0,79.58984375,1964.1135204803,-7852.4541015625,157
9vars_1cons_20251210_153248_822,9,1,1,0.0,100.0,0.2692307691,19.0,24
9vars_1cons_20251210_153248_822,9,1,2,0.0,99.609375,49.4981595363,-1260.9521484375,43
9vars_1cons_20251210_153248_822,9,1,3,0.0,58.59375,1548.8691775894,-40244.5986328125,70
9vars_1cons_20251210_153248_822,9,1,4,0.0,41.11328125,908.9661955639,-23607.12109375,90
9vars_1cons_20251210_153248_822,9,1,5,0.0,77.734375,339.0566029345,-8789.4716796875,121
9vars_1cons_20251210_153248_822,9,1,6,0.0,10.3515625,1246.5398132225,-32384.03515625,120
9vars_1cons_20251210_153248_822,9,1,7,0.0,83.984375,327.7105993331,-8494.4755859375,137
9vars_3cons_20251210_153248_244,9,3,1,0.0,99.90234375,755.1779281771,-3770.8896484375,28
9vars_3cons_20251210_153248_244,9,3,3,0.0,0.0,196599.7996068004,-982994.0,74
9vars_3cons_20251210_153248_244,9,3,4,0.0,6.640625,227703.0895836563,-1138510.4501953125,92
9vars_3cons_20251210_153248_244,9,3,5,0.0,67.1875,310237.2011373381,-1551181.0087890625,110
9vars_3cons_20251210_153248_244,9,3,6,0.0,5.95703125,285186.4156405647,-1425927.0810546875,118
9vars_3cons_20251210_153248_244,9,3,7,0.0,68.5546875,134241.766723704,-671203.8349609375,141
9vars_3cons_20251210_153248_176,9,3,1,0.0,99.70703125,426.6559249532,-3848.9033203125,30
9vars_3cons_20251210_153248_176,9,3,2,0.0,99.90234375,142.2186416511,-1288.9677734375,43
9vars_3cons_20251210_153248_176,9,3,3,0.0,99.70703125,426.6559249532,-3848.9033203125,59
9vars_3cons_20251210_153248_176,9,3,4,0.0,97.94921875,2986.5914746726,-26888.3232421875,77
9vars_3cons_20251210_153248_176,9,3,6,0.0,99.8046875,284.4372833022,-2568.935546875,101
9vars_3cons_20251210_153248_176,9,3,7,0.0,99.8046875,284.4372833022,-2568.935546875,134
9vars_3cons_20251210_153248_105,9,3,1,0.0,99.70703125,16591.4976415512,-33184.9951171875,33
9vars_3cons_20251210_153248_105,9,3,2,0.0,99.8046875,8975.7261190974,-17953.4521484375,52
9vars_3cons_20251210_153248_105,9,3,3,0.0,2.1484375,2857735.521612896,-5715473.0146484375,77
9vars_3cons_20251210_153248_105,9,3,4,0.0,0.0,886256.5200562825,-1772515.03125,99
9vars_3cons_20251210_153248_105,9,3,5,0.0,36.81640625,1882469.6173225043,-3764941.215820313,96
9vars_3cons_20251210_153248_105,9,3,6,0.0,11.23046875,1893250.7570248472,-3786503.495117187,123
9vars_3cons_20251210_153248_105,9,3,7,0.0,2.734375,1489854.0899688017,-2979710.1650390625,143
9vars_1cons_20251210_153248_768,9,1,1,0.0,100.0,0.1363636363,19.0,25
9vars_1cons_20251210_153248_768,9,1,2,0.1953125,100.0,0.1360973011,19.005859375,46
9vars_1cons_20251210_153248_768,9,1,3,30.37109375,100.0,0.2717950993,16.0205078125,71
9vars_1cons_20251210_153248_768,9,1,4,1.07421875,100.0,0.1412020596,18.8935546875,94
9vars_1cons_20251210_153248_768,9,1,5,50.1953125,100.0,0.1223366477,19.30859375,90
9vars_1cons_20251210_153248_768,9,1,6,49.21875,100.0,0.0854492187,20.1201171875,125
